A,!,1.2323162616453886e-05
A,#,1.2323162616453886e-05
A,$,1.2323162616453886e-05
A,%,0.00016020111401390054
A,&,1.2323162616453886e-05
A,',1.2323162616453886e-05
A,'',1.2323162616453886e-05
A,'80s,1.2323162616453886e-05
A,'d,1.2323162616453886e-05
A,'ll,1.2323162616453886e-05
A,'m,1.2323162616453886e-05
A,'re,1.2323162616453886e-05
A,'s,1.2323162616453886e-05
A,'ve,1.2323162616453886e-05
A,(,1.2323162616453886e-05
A,),1.2323162616453886e-05
A,,,1.2323162616453886e-05
A,-,1.2323162616453886e-05
A,--,1.2323162616453886e-05
A,.,1.2323162616453886e-05
A,...,1.2323162616453886e-05
A,0.01,1.2323162616453886e-05
A,0.05,1.2323162616453886e-05
A,0.1,1.2323162616453886e-05
A,0.2,1.2323162616453886e-05
A,0.25,1.2323162616453886e-05
A,0.3,1.2323162616453886e-05
A,0.4,1.2323162616453886e-05
A,0.5,1.2323162616453886e-05
A,0.6,1.2323162616453886e-05
A,0.60,1.2323162616453886e-05
A,0.7,1.2323162616453886e-05
A,0.9,1.2323162616453886e-05
A,1,1.2323162616453886e-05
A,1,000,1.2323162616453886e-05
A,1,100,1.2323162616453886e-05
A,1,200,1.2323162616453886e-05
A,1,400,1.2323162616453886e-05
A,1,500,1.2323162616453886e-05
A,1,800,1.2323162616453886e-05
A,1,850,1.2323162616453886e-05
A,1.02,1.2323162616453886e-05
A,1.03,1.2323162616453886e-05
A,1.04,1.2323162616453886e-05
A,1.05,1.2323162616453886e-05
A,1.06,1.2323162616453886e-05
A,1.07,1.2323162616453886e-05
A,1.1,1.2323162616453886e-05
A,1.10,1.2323162616453886e-05
A,1.11,1.2323162616453886e-05
A,1.12,1.2323162616453886e-05
A,1.125,1.2323162616453886e-05
A,1.15,1.2323162616453886e-05
A,1.16,1.2323162616453886e-05
A,1.18,1.2323162616453886e-05
A,1.19,1.2323162616453886e-05
A,1.2,1.2323162616453886e-05
A,1.20,1.2323162616453886e-05
A,1.22,1.2323162616453886e-05
A,1.23,1.2323162616453886e-05
A,1.24,1.2323162616453886e-05
A,1.25,1.2323162616453886e-05
A,1.26,1.2323162616453886e-05
A,1.27,1.2323162616453886e-05
A,1.29,1.2323162616453886e-05
A,1.3,1.2323162616453886e-05
A,1.30,1.2323162616453886e-05
A,1.32,1.2323162616453886e-05
A,1.35,1.2323162616453886e-05
A,1.36,1.2323162616453886e-05
A,1.37,1.2323162616453886e-05
A,1.375,1.2323162616453886e-05
A,1.4,1.2323162616453886e-05
A,1.42,1.2323162616453886e-05
A,1.44,1.2323162616453886e-05
A,1.46,1.2323162616453886e-05
A,1.48,1.2323162616453886e-05
A,1.49,1.2323162616453886e-05
A,1.5,1.2323162616453886e-05
A,1.50,1.2323162616453886e-05
A,1.54,1.2323162616453886e-05
A,1.55,1.2323162616453886e-05
A,1.5765,1.2323162616453886e-05
A,1.6,1.2323162616453886e-05
A,1.65,1.2323162616453886e-05
A,1.7,1.2323162616453886e-05
A,1.71,1.2323162616453886e-05
A,1.75,1.2323162616453886e-05
A,1.76,1.2323162616453886e-05
A,1.8,1.2323162616453886e-05
A,1.80,1.2323162616453886e-05
A,1.82,1.2323162616453886e-05
A,1.8470,1.2323162616453886e-05
A,1.85,1.2323162616453886e-05
A,1.875,1.2323162616453886e-05
A,1.9,1.2323162616453886e-05
A,10,1.2323162616453886e-05
A,10,000,1.2323162616453886e-05
A,10-year,0.0005915118055897866
A,10.1,1.2323162616453886e-05
A,10.2,1.2323162616453886e-05
A,10.4,1.2323162616453886e-05
A,10.5,1.2323162616453886e-05
A,10.6,1.2323162616453886e-05
A,10.77,1.2323162616453886e-05
A,100,1.2323162616453886e-05
A,100,000,1.2323162616453886e-05
A,100-share,0.00022181692709616997
A,101,1.2323162616453886e-05
A,102,1.2323162616453886e-05
A,103,1.2323162616453886e-05
A,104,1.2323162616453886e-05
A,105,1.2323162616453886e-05
A,106,1.2323162616453886e-05
A,107,1.2323162616453886e-05
A,108,1.2323162616453886e-05
A,109,1.2323162616453886e-05
A,11,1.2323162616453886e-05
A,11.25,1.2323162616453886e-05
A,11.4,1.2323162616453886e-05
A,11.5,1.2323162616453886e-05
A,11.7,1.2323162616453886e-05
A,11.8,1.2323162616453886e-05
A,110,1.2323162616453886e-05
A,111,1.2323162616453886e-05
A,112,1.2323162616453886e-05
A,114,1.2323162616453886e-05
A,115,1.2323162616453886e-05
A,119,1.2323162616453886e-05
A,12,1.2323162616453886e-05
A,12-month,0.00013555478878099275
A,12-year,0.00014787795139744664
A,12.3,1.2323162616453886e-05
A,12.4,1.2323162616453886e-05
A,12.5,1.2323162616453886e-05
A,12.6,1.2323162616453886e-05
A,12.7,1.2323162616453886e-05
A,12.9,1.2323162616453886e-05
A,120,1.2323162616453886e-05
A,125,1.2323162616453886e-05
A,13,1.2323162616453886e-05
A,13-week,8.62621383151772e-05
A,13.1,1.2323162616453886e-05
A,13.2,1.2323162616453886e-05
A,13.4,1.2323162616453886e-05
A,13.5,1.2323162616453886e-05
A,13.50,1.2323162616453886e-05
A,13.6,1.2323162616453886e-05
A,13.8,1.2323162616453886e-05
A,130,1.2323162616453886e-05
A,135,1.2323162616453886e-05
A,13th,9.858530093163109e-05
A,14,1.2323162616453886e-05
A,14.5,1.2323162616453886e-05
A,14.6,1.2323162616453886e-05
A,140,1.2323162616453886e-05
A,141.45,1.2323162616453886e-05
A,141.90,1.2323162616453886e-05
A,142.10,1.2323162616453886e-05
A,142.75,1.2323162616453886e-05
A,145,1.2323162616453886e-05
A,148,1.2323162616453886e-05
A,149,1.2323162616453886e-05
A,15,1.2323162616453886e-05
A,15,000,1.2323162616453886e-05
A,15.5,1.2323162616453886e-05
A,15.6,1.2323162616453886e-05
A,150,1.2323162616453886e-05
A,150,000,1.2323162616453886e-05
A,155,1.2323162616453886e-05
A,16,1.2323162616453886e-05
A,16.2,1.2323162616453886e-05
A,160,1.2323162616453886e-05
A,17,1.2323162616453886e-05
A,17.5,1.2323162616453886e-05
A,17.50,1.2323162616453886e-05
A,170,1.2323162616453886e-05
A,175,1.2323162616453886e-05
A,177,1.2323162616453886e-05
A,179,1.2323162616453886e-05
A,18,1.2323162616453886e-05
A,18,000,1.2323162616453886e-05
A,18-a-share,8.62621383151772e-05
A,18.5,1.2323162616453886e-05
A,18.65,1.2323162616453886e-05
A,18.7,1.2323162616453886e-05
A,18.95,1.2323162616453886e-05
A,180,1.2323162616453886e-05
A,185,1.2323162616453886e-05
A,19,1.2323162616453886e-05
A,19.6,1.2323162616453886e-05
A,190,1.2323162616453886e-05
A,190-point,0.00024646325232907776
A,190.58-point,8.62621383151772e-05
A,1906,1.2323162616453886e-05
A,1920s,1.2323162616453886e-05
A,1930s,1.2323162616453886e-05
A,1949,1.2323162616453886e-05
A,1950s,1.2323162616453886e-05
A,1960,1.2323162616453886e-05
A,1960s,1.2323162616453886e-05
A,1961,1.2323162616453886e-05
A,1963,1.2323162616453886e-05
A,1965,1.2323162616453886e-05
A,1966,1.2323162616453886e-05
A,1967,1.2323162616453886e-05
A,1969,1.2323162616453886e-05
A,1970,1.2323162616453886e-05
A,1970s,1.2323162616453886e-05
A,1971,1.2323162616453886e-05
A,1972,1.2323162616453886e-05
A,1973,1.2323162616453886e-05
A,1974,1.2323162616453886e-05
A,1975,1.2323162616453886e-05
A,1976,1.2323162616453886e-05
A,1977,1.2323162616453886e-05
A,1978,1.2323162616453886e-05
A,1979,1.2323162616453886e-05
A,198,1.2323162616453886e-05
A,1980,1.2323162616453886e-05
A,1980s,1.2323162616453886e-05
A,1981,1.2323162616453886e-05
A,1982,1.2323162616453886e-05
A,1983,1.2323162616453886e-05
A,1984,1.2323162616453886e-05
A,1985,1.2323162616453886e-05
A,1986,1.2323162616453886e-05
A,1987,1.2323162616453886e-05
A,1988,1.2323162616453886e-05
A,1989,1.2323162616453886e-05
A,1990,1.2323162616453886e-05
A,1990s,1.2323162616453886e-05
A,1991,1.2323162616453886e-05
A,1992,1.2323162616453886e-05
A,1993,1.2323162616453886e-05
A,1994,1.2323162616453886e-05
A,1995,1.2323162616453886e-05
A,1996,1.2323162616453886e-05
A,1997,1.2323162616453886e-05
A,1998,1.2323162616453886e-05
A,1999,1.2323162616453886e-05
A,19th,9.858530093163109e-05
A,2,1.2323162616453886e-05
A,2,000,1.2323162616453886e-05
A,2,500,1.2323162616453886e-05
A,2-for-1,0.00016020111401390054
A,2.1,1.2323162616453886e-05
A,2.19,1.2323162616453886e-05
A,2.2,1.2323162616453886e-05
A,2.25,1.2323162616453886e-05
A,2.3,1.2323162616453886e-05
A,2.4,1.2323162616453886e-05
A,2.5,1.2323162616453886e-05
A,2.50,1.2323162616453886e-05
A,2.58,1.2323162616453886e-05
A,2.6,1.2323162616453886e-05
A,2.7,1.2323162616453886e-05
A,2.75,1.2323162616453886e-05
A,2.8,1.2323162616453886e-05
A,2.85,1.2323162616453886e-05
A,2.87,1.2323162616453886e-05
A,2.9,1.2323162616453886e-05
A,20,1.2323162616453886e-05
A,20,000,1.2323162616453886e-05
A,20-year,0.00013555478878099275
A,20.5,1.2323162616453886e-05
A,200,1.2323162616453886e-05
A,200,000,1.2323162616453886e-05
A,2000,1.2323162616453886e-05
A,2001,1.2323162616453886e-05
A,2003,1.2323162616453886e-05
A,2004,1.2323162616453886e-05
A,2005,1.2323162616453886e-05
A,2006,1.2323162616453886e-05
A,2007,1.2323162616453886e-05
A,2008,1.2323162616453886e-05
A,2009,1.2323162616453886e-05
A,2010,1.2323162616453886e-05
A,2016,1.2323162616453886e-05
A,2018,1.2323162616453886e-05
A,2019,1.2323162616453886e-05
A,20th,0.00012323162616453888
A,21,1.2323162616453886e-05
A,21.3,1.2323162616453886e-05
A,21.5,1.2323162616453886e-05
A,210,1.2323162616453886e-05
A,22,1.2323162616453886e-05
A,22.5,1.2323162616453886e-05
A,22.8,1.2323162616453886e-05
A,220,1.2323162616453886e-05
A,225,1.2323162616453886e-05
A,229,1.2323162616453886e-05
A,23,1.2323162616453886e-05
A,23.5,1.2323162616453886e-05
A,230,1.2323162616453886e-05
A,235,1.2323162616453886e-05
A,24,1.2323162616453886e-05
A,240,1.2323162616453886e-05
A,25,1.2323162616453886e-05
A,25,000,1.2323162616453886e-05
A,250,1.2323162616453886e-05
A,250,000,1.2323162616453886e-05
A,26,1.2323162616453886e-05
A,260,1.2323162616453886e-05
A,27,1.2323162616453886e-05
A,27.1,1.2323162616453886e-05
A,27.9,1.2323162616453886e-05
A,270,1.2323162616453886e-05
A,275,1.2323162616453886e-05
A,28,1.2323162616453886e-05
A,280,1.2323162616453886e-05
A,29,1.2323162616453886e-05
A,3,1.2323162616453886e-05
A,3,000,1.2323162616453886e-05
A,3.1,1.2323162616453886e-05
A,3.16,1.2323162616453886e-05
A,3.18,1.2323162616453886e-05
A,3.2,1.2323162616453886e-05
A,3.25,1.2323162616453886e-05
A,3.3,1.2323162616453886e-05
A,3.35,1.2323162616453886e-05
A,3.4,1.2323162616453886e-05
A,3.5,1.2323162616453886e-05
A,3.6,1.2323162616453886e-05
A,3.69,1.2323162616453886e-05
A,3.7,1.2323162616453886e-05
A,3.8,1.2323162616453886e-05
A,3.9,1.2323162616453886e-05
A,30,1.2323162616453886e-05
A,30,000,1.2323162616453886e-05
A,30-day,0.00022181692709616997
A,30-share,0.00014787795139744664
A,30-year,0.0009612066840834031
A,300,1.2323162616453886e-05
A,300,000,1.2323162616453886e-05
A,300-a-share,0.0001848474392468083
A,300-day,0.00012323162616453888
A,31,1.2323162616453886e-05
A,32,1.2323162616453886e-05
A,320,1.2323162616453886e-05
A,325,1.2323162616453886e-05
A,33,1.2323162616453886e-05
A,34,1.2323162616453886e-05
A,35,1.2323162616453886e-05
A,35,000,1.2323162616453886e-05
A,350,1.2323162616453886e-05
A,36,1.2323162616453886e-05
A,360,1.2323162616453886e-05
A,37,1.2323162616453886e-05
A,37.5,1.2323162616453886e-05
A,375,1.2323162616453886e-05
A,38,1.2323162616453886e-05
A,38.5,1.2323162616453886e-05
A,380,1.2323162616453886e-05
A,386,1.2323162616453886e-05
A,39,1.2323162616453886e-05
A,39,000,1.2323162616453886e-05
A,39.55,1.2323162616453886e-05
A,4,1.2323162616453886e-05
A,4,000,1.2323162616453886e-05
A,4.1,1.2323162616453886e-05
A,4.2,1.2323162616453886e-05
A,4.25,1.2323162616453886e-05
A,4.3,1.2323162616453886e-05
A,4.4,1.2323162616453886e-05
A,4.5,1.2323162616453886e-05
A,4.52,1.2323162616453886e-05
