START,A,0.9946782776971457
START,C,0.9985691987513007
START,D,0.9991550161315103
START,M,0.7317073170731707
START,N,0.9991425676202355
START,O,0.998473706119051
START,P,0.9973633748801534
START,R,0.995782208588957
START,V,0.9905902480752781
START,W,0.9967817437097718
START,END,0.08333333333333333
A,A,0.9979504378610025
A,C,0.9982614193140509
A,D,0.9556451612903226
A,M,0.7555555555555555
A,N,0.9997796606774433
A,O,0.9981589958158996
A,P,0.8952380952380953
A,R,0.9949931725079654
A,V,0.9837758112094396
A,W,0.8641975308641975
A,END,0.9424083769633508
C,A,0.9992002326595899
C,C,0.9971211724679403
C,D,0.9997084625374361
C,M,0.9629629629629629
C,N,0.999742237844171
C,O,0.9991385386482888
C,P,0.9986898523106241
C,R,0.9968687731283803
C,V,0.9985445885154803
C,W,0.9890873015873016
C,END,0.8777777777777778
D,A,0.999458474868311
D,C,0.9877641824249166
D,D,0.9747126436781609
D,M,0.9430051813471503
D,N,0.9998103971318257
D,O,0.9970853206147324
D,P,0.9017857142857143
D,R,0.9916540212443096
D,V,0.9955156950672646
D,W,0.21428571428571427
D,END,0.9755011135857461
M,A,0.3888888888888889
M,C,0.7380952380952381
M,D,0.8
M,M,0.21428571428571427
M,N,0.6451612903225806
M,O,0.9172932330827067
M,P,0.8382352941176471
M,R,0.9939759036144579
M,V,0.9986870374791119
M,W,0.08333333333333333
M,END,0.35294117647058826
N,A,0.9968171296296297
N,C,0.9998386765611709
N,D,0.9405405405405406
N,M,0.9979890310786106
N,N,0.9998622106423489
N,O,0.9998585154411103
N,P,0.9988341282458929
N,R,0.999271523178808
N,V,0.9997317988979373
N,W,0.9824
N,END,0.9982998454404945
O,A,0.9979023646071701
O,C,0.9993233683951529
O,D,0.9988193624557261
O,M,0.9879912663755459
O,N,0.9996289049321908
O,O,0.9996389180672269
O,P,0.9978570037015391
O,R,0.9981836195508587
O,V,0.9991543665436654
O,W,0.9968669894616918
O,END,0.9997573832682679
P,A,0.9976460517868607
P,C,0.9879649890590809
P,D,0.21428571428571427
P,M,0.9952006980802792
P,N,0.9990999099909991
P,O,0.9944834503510531
P,P,0.3888888888888889
P,R,0.9926813040585496
P,V,0.9991154712126086
P,W,0.6944444444444444
P,END,0.9788053949903661
R,A,0.9980585951288387
R,C,0.9979978157990536
R,D,0.9977573904179409
R,M,0.9705882352941176
R,N,0.9968041836141778
R,O,0.9989781699953553
R,P,0.9879385964912281
R,R,0.9974013701866289
R,V,0.9995582329317269
R,W,0.9549180327868853
R,END,0.8552631578947368
V,A,0.9989324534161491
V,C,0.9994968208224693
V,D,0.9994874900992405
V,M,0.9026548672566371
V,N,0.9993900072090057
V,O,0.999208803855283
V,P,0.9985712430185738
V,R,0.9995035653037277
V,V,0.9993650060613057
V,W,0.9840348330914369
V,END,0.9414893617021277
W,A,0.96
W,C,0.9105691056910569
W,D,0.9818181818181818
W,M,0.9868891537544696
W,N,0.9874429223744292
W,O,0.9294871794871795
W,P,0.980701754385965
W,R,0.9779559118236473
W,V,0.9977164210089268
W,W,0.21428571428571427
W,END,0.9874715261958997
